# center mu_1 mu_2 mu_3 mu_4 mu_5
1.609887192409913581e+01 -4.084527604545068691e+00 -4.090317992620986942e+00 -4.044135315253130969e+00 -4.069172767485397024e+00 -3.980918461892495763e+00
1.611670211926433538e+01 -4.083411276381294641e+00 -4.089224723017981233e+00 -4.043074380875586904e+00 -4.068067726762674141e+00 -3.979817997313082500e+00
1.613453249976355153e+01 -4.082348651284796404e+00 -4.088179503249261160e+00 -4.041991733966343148e+00 -4.066959423672801499e+00 -3.978657779646677106e+00
1.615238691801964421e+01 -4.082387467491249922e+00 -4.088158670516472526e+00 -4.041988650061805188e+00 -4.066893439442119451e+00 -3.978706474305740315e+00
1.617024585121520985e+01 -4.081998877203258047e+00 -4.087701719590913996e+00 -4.041576697501119142e+00 -4.066477024230549908e+00 -3.978363129319973268e+00
1.618810754396742979e+01 -4.081987065305716200e+00 -4.087679656006553586e+00 -4.041614876074074658e+00 -4.066651303220726099e+00 -3.978474395452520351e+00
1.620596822289966354e+01 -4.080931433587326573e+00 -4.086620913303846692e+00 -4.040556533064013855e+00 -4.065465336311352651e+00 -3.977364734499705179e+00
1.622383864556586985e+01 -4.081017789252661565e+00 -4.086701376289441967e+00 -4.040531746184363726e+00 -4.065429217111723226e+00 -3.977267768567291473e+00
1.624166290269143076e+01 -4.081233869864771435e+00 -4.086944381340771315e+00 -4.040726223976762732e+00 -4.065463083475019168e+00 -3.977356731793708189e+00
1.625952247952132623e+01 -4.082234020413785025e+00 -4.087893954809144859e+00 -4.041742835824129187e+00 -4.066720939713895255e+00 -3.978592962977679282e+00
1.627743059284997429e+01 -4.081158575904309416e+00 -4.086784172673745275e+00 -4.040629676651332325e+00 -4.065611512736447608e+00 -3.977535301207943075e+00
1.629533653628304890e+01 -4.080882826555939147e+00 -4.086536962483348745e+00 -4.040472118963341686e+00 -4.065380216159391935e+00 -3.977374075636009643e+00
1.631323436052038289e+01 -4.080903010112905349e+00 -4.086578656088551753e+00 -4.040460598494958866e+00 -4.065414243418326912e+00 -3.977299934298144102e+00
1.633116438964011508e+01 -4.080109249764918289e+00 -4.085772491624553027e+00 -4.039577596829494688e+00 -4.064411371061054545e+00 -3.976374304241161894e+00
1.634910440188700420e+01 -4.079036284994186801e+00 -4.084746978030590725e+00 -4.038555220355315889e+00 -4.063393855482255290e+00 -3.975318233787858535e+00
1.636704094953918798e+01 -4.078819814348187300e+00 -4.084530253354994755e+00 -4.038352730575773819e+00 -4.063219703046588194e+00 -3.975071308128601100e+00
1.638496764106298897e+01 -4.079433114928083803e+00 -4.085175492188392710e+00 -4.039010686844505926e+00 -4.063855530446509157e+00 -3.975680912652383103e+00
1.640289658778200987e+01 -4.079215427490265888e+00 -4.085085508653870434e+00 -4.039000126572511284e+00 -4.063597745647758330e+00 -3.975451740256451760e+00
1.642084774956289905e+01 -4.079199236337431422e+00 -4.085077394470800982e+00 -4.039025276049129864e+00 -4.063574724304778840e+00 -3.975470307906743717e+00
1.643880832625211497e+01 -4.079303674346894226e+00 -4.085156654871912707e+00 -4.039096908261128327e+00 -4.063561161486208384e+00 -3.975512131325689147e+00
1.645675807499092258e+01 -4.079271496212279580e+00 -4.085088560334455110e+00 -4.039054048513060380e+00 -4.063649727842031822e+00 -3.975585919796285506e+00
1.647471259717693570e+01 -4.079121839595613253e+00 -4.084834869115454126e+00 -4.038706723130766285e+00 -4.063490877295954817e+00 -3.975433570831651497e+00
1.649269453166358801e+01 -4.078022046601373241e+00 -4.083753134542201124e+00 -4.037620917573298662e+00 -4.062386884104793872e+00 -3.974328301631043558e+00
1.651065459348395592e+01 -4.077969569062837252e+00 -4.083690837365361759e+00 -4.037571862472159268e+00 -4.062307202562029040e+00 -3.974283148351120509e+00
1.652860696425220866e+01 -4.077158336951577589e+00 -4.082816449300453954e+00 -4.036615333469186773e+00 -4.061419755157110068e+00 -3.973409217543783178e+00
1.654655311442020249e+01 -4.077107881406686118e+00 -4.082751204079634988e+00 -4.036625556645490498e+00 -4.061459413364120863e+00 -3.973502375640618478e+00
1.656451670368513973e+01 -4.078168324276180812e+00 -4.083770676933722754e+00 -4.037663606215482481e+00 -4.062661345376205269e+00 -3.974676888134932362e+00
1.658246873601057914e+01 -4.078264656531735532e+00 -4.083871918063401552e+00 -4.037712704800271446e+00 -4.062678033133484412e+00 -3.974678173254234004e+00
1.660041029331091167e+01 -4.077849130590760041e+00 -4.083468207205861233e+00 -4.037237309661531270e+00 -4.062161723247500689e+00 -3.974154519754114823e+00
1.661834112931669694e+01 -4.078070688760672802e+00 -4.083635838959022379e+00 -4.037418022433005405e+00 -4.062534788124085416e+00 -3.974501270371931572e+00
1.663627576912663031e+01 -4.077995015472778206e+00 -4.083582308098428371e+00 -4.037457653434329607e+00 -4.062596451146793797e+00 -3.974557641666848884e+00
1.665421701945987110e+01 -4.077627528454861761e+00 -4.083188827886434780e+00 -4.037002236145764478e+00 -4.062242205150243812e+00 -3.974107127893981239e+00
1.667215970853452234e+01 -4.078625984040499475e+00 -4.084159289768015455e+00 -4.037811369334494138e+00 -4.063051494337249103e+00 -3.974878575829264626e+00
1.669009699750505149e+01 -4.078288665688908132e+00 -4.083806747897744671e+00 -4.037567101493119814e+00 -4.062866785298273165e+00 -3.974769444210528579e+00
1.670803927450220883e+01 -4.078172821161880179e+00 -4.083675296088333795e+00 -4.037377381415073074e+00 -4.062725671880971667e+00 -3.974569994519605132e+00
1.672599209255462327e+01 -4.078190401652314279e+00 -4.083763190128395948e+00 -4.037404265785923485e+00 -4.062665238467572770e+00 -3.974463900856335830e+00
1.674394994115271018e+01 -4.077788570912507460e+00 -4.083371192740610667e+00 -4.036906820132640128e+00 -4.062128663480715218e+00 -3.973920947391528458e+00
1.676190358303933792e+01 -4.077821043388875744e+00 -4.083350276411419344e+00 -4.036833426880598097e+00 -4.062223960032412151e+00 -3.973908072027591665e+00
1.677983849219528167e+01 -4.077553763750513482e+00 -4.083060094739785484e+00 -4.036557969062227080e+00 -4.062026691000405698e+00 -3.973687777125207266e+00
1.679779181785580988e+01 -4.076677508007924722e+00 -4.082229474049011486e+00 -4.035719890498079110e+00 -4.061106463182356130e+00 -3.972726287687938562e+00
1.681574168360257815e+01 -4.076752601786860275e+00 -4.082252015925147859e+00 -4.035641076922693138e+00 -4.061059447813202716e+00 -3.972711459701693482e+00
1.683369238341921559e+01 -4.076325606837715831e+00 -4.081823571153078589e+00 -4.035288919469985025e+00 -4.060608504503101734e+00 -3.972335218777821808e+00
1.685165838120724047e+01 -4.075427822277069012e+00 -4.080982304992065934e+00 -4.034441228373647270e+00 -4.059703100422389355e+00 -3.971405911770488295e+00
1.686962309731809739e+01 -4.075443253714630565e+00 -4.080960770154575812e+00 -4.034397441127186568e+00 -4.059725977150978160e+00 -3.971428481244055231e+00
1.688759999839044568e+01 -4.075483989744858704e+00 -4.080924634872397760e+00 -4.034317900737982576e+00 -4.059777748518873963e+00 -3.971444848352483348e+00
1.690557434164418993e+01 -4.076546573179043342e+00 -4.082068760825775300e+00 -4.035375550492609875e+00 -4.060763079583844970e+00 -3.972357750733469306e+00
1.692353922620942797e+01 -4.075511350916648290e+00 -4.081072037210335068e+00 -4.034357167650293619e+00 -4.059704839184166580e+00 -3.971244798931923281e+00
1.694150774203115972e+01 -4.075535231720897933e+00 -4.081088762614974996e+00 -4.034386529768547724e+00 -4.059650020525401359e+00 -3.971225760529820903e+00
1.695946697753246823e+01 -4.076716475536752426e+00 -4.082195893009851417e+00 -4.035392000533122747e+00 -4.060721423273368380e+00 -3.972309935458310903e+00
1.697741882821572901e+01 -4.076462532518940307e+00 -4.081898331712002559e+00 -4.035068324009308149e+00 -4.060536360260382338e+00 -3.972094948696907046e+00
1.699535351738228073e+01 -4.075372250730397106e+00 -4.080811452686138097e+00 -4.033980420339497996e+00 -4.059394392870953716e+00 -3.971005947597345820e+00
1.701330189748782828e+01 -4.075384790372039490e+00 -4.080810642361086593e+00 -4.033990819596666277e+00 -4.059367405086240943e+00 -3.971012847845672322e+00
1.703126791072874013e+01 -4.075439061906537930e+00 -4.080922340628863054e+00 -4.034024830484444379e+00 -4.059227439759558465e+00 -3.970903746769076204e+00
1.704925014793508709e+01 -4.075422900498230305e+00 -4.080867612394259325e+00 -4.033997795491792715e+00 -4.059263698364174111e+00 -3.970980404161475352e+00
1.706723463824859977e+01 -4.075116705292737507e+00 -4.080549292439044962e+00 -4.033797523249567973e+00 -4.059065318741327921e+00 -3.970798477263851378e+00
1.708520956681497438e+01 -4.075430700405703988e+00 -4.080841258865580912e+00 -4.033994536556095412e+00 -4.059275636547507560e+00 -3.971002097909255291e+00
1.710317689811578745e+01 -4.075418846033159070e+00 -4.080843414356433385e+00 -4.033984659933108397e+00 -4.059279745130225159e+00 -3.971011960342083480e+00
1.712114464906830236e+01 -4.076533399567384919e+00 -4.081875562897279153e+00 -4.034923103015577439e+00 -4.060368932827820743e+00 -3.972027308517140920e+00
1.713912980958859222e+01 -4.075563926699564909e+00 -4.080830436145038931e+00 -4.033850253886990700e+00 -4.059332425043024273e+00 -3.970917577536878351e+00
1.715711300437184406e+01 -4.074988154041569999e+00 -4.080254861209297701e+00 -4.033199470672998999e+00 -4.058686283612077617e+00 -3.970182075997216842e+00
1.717509352845280901e+01 -4.074909590647904700e+00 -4.080166003814689191e+00 -4.033233549505279569e+00 -4.058743715373117844e+00 -3.970321789598491247e+00
1.719307395788265325e+01 -4.074913176965966777e+00 -4.080246829021843880e+00 -4.033410497703574293e+00 -4.058700127693295912e+00 -3.970396708065358382e+00
1.721106500684301466e+01 -4.075335923617601885e+00 -4.080695642906528420e+00 -4.033824983727533287e+00 -4.059120968621736658e+00 -3.970750142492881274e+00
1.722907642605632716e+01 -4.075967489647186248e+00 -4.081361307293658314e+00 -4.034463698260689846e+00 -4.059747475104171777e+00 -3.971330978794520572e+00
1.724709308056778312e+01 -4.075995789330531416e+00 -4.081387256144878961e+00 -4.034551355215404200e+00 -4.059788342961649477e+00 -3.971439809821700084e+00
1.726511745718500634e+01 -4.075982844916838488e+00 -4.081415238709478643e+00 -4.034588717472533226e+00 -4.059726341890665502e+00 -3.971447238063179341e+00
1.728327470884002537e+01 -4.075122930024631884e+00 -4.080531198849946861e+00 -4.033659119052150466e+00 -4.058893200135937462e+00 -3.970523093031193884e+00
1.730144545733353567e+01 -4.075323671790471280e+00 -4.080796460476893373e+00 -4.033948386266028585e+00 -4.059165586673672443e+00 -3.970769480380509364e+00
1.731966140101608786e+01 -4.074746087935517735e+00 -4.080154235878085345e+00 -4.033220430630230169e+00 -4.058601674737175813e+00 -3.970099713938071595e+00
1.733786896153931423e+01 -4.074301022687296658e+00 -4.079742659894957768e+00 -4.032893113305838106e+00 -4.058134521183969667e+00 -3.969702545246381220e+00
1.735606095805957949e+01 -4.074518496960930491e+00 -4.079946524441995237e+00 -4.033117912725710852e+00 -4.058368613647578726e+00 -3.969910398543992525e+00
1.737425101828779006e+01 -4.074708260264543469e+00 -4.080058593752037055e+00 -4.033222252838452704e+00 -4.058565222434200592e+00 -3.970113050405461586e+00
1.739252097904482852e+01 -4.074667062188801481e+00 -4.080016632060646131e+00 -4.033237177443828259e+00 -4.058634829298438440e+00 -3.970134732937220523e+00
1.741077957162016787e+01 -4.074056634226890239e+00 -4.079326076887291208e+00 -4.032557928902067879e+00 -4.058059453755476831e+00 -3.969544650871562386e+00
1.742904552558431419e+01 -4.074185100901241086e+00 -4.079454222285859188e+00 -4.032598267630894462e+00 -4.058021015909790030e+00 -3.969506618103338269e+00
1.744732021704760427e+01 -4.073771674932691766e+00 -4.079020441538755648e+00 -4.032210065744430416e+00 -4.057548961067744209e+00 -3.969155950591991999e+00
1.746560075577445659e+01 -4.074222096521585179e+00 -4.079400664211570771e+00 -4.032563426200138856e+00 -4.058154461209959152e+00 -3.969705287436730679e+00
1.748390778637482867e+01 -4.073080260339036585e+00 -4.078269055755839645e+00 -4.031441861269669857e+00 -4.057158321455498928e+00 -3.968623721518427239e+00
1.750227906070711725e+01 -4.073370527884497605e+00 -4.078511494149195116e+00 -4.031637325095205782e+00 -4.057444228498278349e+00 -3.968880940178253880e+00
1.752063003330071922e+01 -4.073376953491178121e+00 -4.078513868836171952e+00 -4.031650418095843236e+00 -4.057397311068537071e+00 -3.968909499315917522e+00
1.753897307825847207e+01 -4.073548212758874243e+00 -4.078708412983653275e+00 -4.031815858495482630e+00 -4.057535841701224832e+00 -3.969021356495347597e+00
1.755728816081161625e+01 -4.073725017012666427e+00 -4.078943401767924470e+00 -4.031995010888257625e+00 -4.057654061025643522e+00 -3.969081349532568304e+00
1.757559708310013846e+01 -4.073954524102135544e+00 -4.079173848002767500e+00 -4.032175953511854871e+00 -4.057843437318322088e+00 -3.969306532956064615e+00
1.759390812280265237e+01 -4.073933061326993510e+00 -4.079167611064463017e+00 -4.032174764579913528e+00 -4.057869888375309486e+00 -3.969309036041995142e+00
1.761238539732725883e+01 -4.073957259062879643e+00 -4.079197362610832656e+00 -4.032202057686362195e+00 -4.057813129188566847e+00 -3.969284763359587132e+00
1.763094743362900729e+01 -4.073934410624750591e+00 -4.079225767386327917e+00 -4.032260495098050512e+00 -4.057760971806558814e+00 -3.969287151538543057e+00
1.764959698732213056e+01 -4.073954225422022013e+00 -4.079257387382634548e+00 -4.032243065995169573e+00 -4.057722416222882877e+00 -3.969281448522868239e+00
1.766828344346942359e+01 -4.074631587036800617e+00 -4.079929260731024243e+00 -4.032825226614146885e+00 -4.058335033253712254e+00 -3.969854357773324072e+00
1.770264152959141413e+01 -4.074618581986825028e+00 -4.079923757388545624e+00 -4.032818848894589081e+00 -4.058324103063454480e+00 -3.969895493432847644e+00
1.773717719577232543e+01 -4.074715647928367268e+00 -4.080148510400009698e+00 -4.033184177638338141e+00 -4.058513312768487147e+00 -3.970156647413354722e+00
1.775570930729433883e+01 -4.073594400680949690e+00 -4.079123215414041326e+00 -4.032151671229278200e+00 -4.057382637424741922e+00 -3.968959431324599496e+00
1.777381948468414663e+01 -4.073580538451794020e+00 -4.079098349725111206e+00 -4.032161699304705138e+00 -4.057407897609439651e+00 -3.968970688485275566e+00
1.779190132639179467e+01 -4.073540674072209988e+00 -4.079069482025106552e+00 -4.032237103469925366e+00 -4.057383916599150986e+00 -3.969032732567333355e+00
1.781003819233854912e+01 -4.073514316218713738e+00 -4.079081016161238082e+00 -4.032269553108907445e+00 -4.057384985690013934e+00 -3.969020160654645135e+00
1.782812871628248530e+01 -4.073111848562580128e+00 -4.078643869255790477e+00 -4.031835083382664386e+00 -4.056976855939288029e+00 -3.968642118811676500e+00
1.784620696440281762e+01 -4.074190462915794342e+00 -4.079757478023786632e+00 -4.032984352329831879e+00 -4.058031378238764475e+00 -3.969772736313901262e+00
1.786427993692367622e+01 -4.074390998517396945e+00 -4.079988124234837699e+00 -4.033238295025722842e+00 -4.058272174215568739e+00 -3.969935463825341682e+00
1.788236929225152849e+01 -4.075562456326184524e+00 -4.081174564636441460e+00 -4.034351888722099488e+00 -4.059286217397088059e+00 -3.970954682002781677e+00
1.790042543893046201e+01 -4.076657830603892307e+00 -4.082314589370772850e+00 -4.035455904321022302e+00 -4.060256985699620458e+00 -3.971898368417272618e+00
1.791848140440132298e+01 -4.076699282056171825e+00 -4.082287084341507111e+00 -4.035427386290664664e+00 -4.060246968395858858e+00 -3.971915657408809697e+00
1.793654261833028229e+01 -4.076517232466448704e+00 -4.082067712259656034e+00 -4.035177358311711870e+00 -4.060165120700545138e+00 -3.971791248600470503e+00
1.795460122913560852e+01 -4.076941989476405404e+00 -4.082509046863355806e+00 -4.035637405027088676e+00 -4.060706127114618980e+00 -3.972260942176063736e+00
1.797268226389220658e+01 -4.077040624238870592e+00 -4.082544521870389076e+00 -4.035633543946628876e+00 -4.060757523216889098e+00 -3.972333987300256108e+00
1.799072823590390868e+01 -4.078091480544245861e+00 -4.083704908108693132e+00 -4.036837271202324828e+00 -4.061838982168931800e+00 -3.973394356992721921e+00
1.800876843641034597e+01 -4.078135558611233336e+00 -4.083709274642846054e+00 -4.036749729133211062e+00 -4.061839054038753005e+00 -3.973400413005685472e+00
1.802679574908860261e+01 -4.078591410559174513e+00 -4.084125182320423875e+00 -4.037160349482733501e+00 -4.062184232169145481e+00 -3.973845957696513054e+00
1.804482988235391616e+01 -4.079675481302263762e+00 -4.085178162947995517e+00 -4.038183878703985208e+00 -4.063375091423536034e+00 -3.974970199324227682e+00
1.806285623516972905e+01 -4.079423375514018346e+00 -4.084986693775988442e+00 -4.038026181239952273e+00 -4.063084334979689238e+00 -3.974794893588346145e+00
1.808087946552174685e+01 -4.079610825598118495e+00 -4.085192203912479059e+00 -4.038253487921919849e+00 -4.063433889263842858e+00 -3.975069985061865374e+00
1.809885909886992295e+01 -4.078568183133527647e+00 -4.084190755516814875e+00 -4.037168368870963420e+00 -4.062268707955772662e+00 -3.973864061041304740e+00
1.811678587166723986e+01 -4.078771232710542982e+00 -4.084412483873361310e+00 -4.037420857034391020e+00 -4.062483288072768595e+00 -3.974077467941477870e+00
1.813471092484082803e+01 -4.079894262897612478e+00 -4.085528515718035436e+00 -4.038499361336418403e+00 -4.063609344952333835e+00 -3.975146125142809073e+00
1.815260005370856433e+01 -4.078836734897294924e+00 -4.084397622155245600e+00 -4.037378570339003048e+00 -4.062620749668568898e+00 -3.974175308123029549e+00
1.817045941381402585e+01 -4.078773966815531615e+00 -4.084297473303283965e+00 -4.037348273052355552e+00 -4.062717811957075931e+00 -3.974251295335172518e+00
1.818831792040765905e+01 -4.078833396627040919e+00 -4.084362138247152885e+00 -4.037499611648806663e+00 -4.062916270970108990e+00 -3.974565521771951548e+00
1.820616470028196687e+01 -4.079918637955276317e+00 -4.085448953321735743e+00 -4.038613367508350649e+00 -4.063986727442379987e+00 -3.975702106243364398e+00
1.822401668845118650e+01 -4.078888383491515057e+00 -4.084344144080176875e+00 -4.037534486130985201e+00 -4.062922243870946915e+00 -3.974750025397753461e+00
1.824190468723455183e+01 -4.079094342028626308e+00 -4.084448441272769514e+00 -4.037591414908853871e+00 -4.063118269159593510e+00 -3.974942717405200110e+00
1.825979879759228908e+01 -4.078960884674693865e+00 -4.084325266603862303e+00 -4.037594068830514971e+00 -4.063067356254161488e+00 -3.974982960082005690e+00
1.827767702832954910e+01 -4.079120785251479475e+00 -4.084492571381970194e+00 -4.037747673306334661e+00 -4.063261073645799470e+00 -3.975096456485559759e+00
1.829556063224583440e+01 -4.078509900331993343e+00 -4.083861204714983373e+00 -4.037140608041966949e+00 -4.062597397019302115e+00 -3.974488611822116102e+00
1.831344194702095862e+01 -4.079573004387325952e+00 -4.084933235055856926e+00 -4.038265329413462723e+00 -4.063698305430127888e+00 -3.975595422412856461e+00
1.833132088788678260e+01 -4.079556610835827435e+00 -4.084948924254566904e+00 -4.038257984770207365e+00 -4.063736128060741137e+00 -3.975559253261524262e+00
1.834920553575327773e+01 -4.079716770682300542e+00 -4.085109084360802001e+00 -4.038449666646592107e+00 -4.063984025854957771e+00 -3.975832734357538811e+00
1.836709135229708068e+01 -4.079916370391443614e+00 -4.085345760553311223e+00 -4.038744300575590529e+00 -4.064264477530332265e+00 -3.976091822135596754e+00
1.838498809899648379e+01 -4.079681836395185890e+00 -4.085114534704459288e+00 -4.038559552758853144e+00 -4.064057324893755485e+00 -3.975893601198050575e+00
1.840287340619638812e+01 -4.079011380702663558e+00 -4.084441105951569284e+00 -4.037977971181367032e+00 -4.063395787540905246e+00 -3.975349521074519998e+00
1.842075928419219011e+01 -4.079133615542656521e+00 -4.084567359258853614e+00 -4.038135806062103761e+00 -4.063585950093195898e+00 -3.975519215996351718e+00
1.843865378661440957e+01 -4.079320498123721883e+00 -4.084725560926159460e+00 -4.038345077525372417e+00 -4.063796339907568722e+00 -3.975791872019998063e+00
1.845655842749617648e+01 -4.078895856963399069e+00 -4.084404171028802821e+00 -4.038051937165461958e+00 -4.063298476917187152e+00 -3.975335902279710787e+00
1.847446594841030532e+01 -4.079442943138773536e+00 -4.084847785788481289e+00 -4.038433136329320661e+00 -4.063730790865522025e+00 -3.975849569389238614e+00
1.849237115908518803e+01 -4.079459710248809046e+00 -4.084833593045033240e+00 -4.038442573137575486e+00 -4.063678937258596413e+00 -3.975901891557954038e+00
1.851028542509375541e+01 -4.078468613385489938e+00 -4.083893690787858688e+00 -4.037627921021523569e+00 -4.062823205696560080e+00 -3.975098026705499610e+00
1.852820047519845659e+01 -4.078550522244344556e+00 -4.083941105557959972e+00 -4.037580463948518883e+00 -4.062840824027287745e+00 -3.974996794638597120e+00
1.854611159855847546e+01 -4.078503501511057117e+00 -4.083868964183483996e+00 -4.037522702598704605e+00 -4.062766898652703240e+00 -3.974983664289676977e+00
1.856400835017946704e+01 -4.079495657992153745e+00 -4.084729397905391579e+00 -4.038512432722191292e+00 -4.063815618024084309e+00 -3.976222353571563062e+00
1.858192153929111612e+01 -4.079455083726201359e+00 -4.084711585671058742e+00 -4.038557797588001819e+00 -4.063821700572169071e+00 -3.976221812135952938e+00
1.859984493807759520e+01 -4.079188309450550776e+00 -4.084477853401775604e+00 -4.038338504642494442e+00 -4.063549984424883910e+00 -3.975963465907411454e+00
1.861776870946090057e+01 -4.079024879350978239e+00 -4.084277907916554540e+00 -4.038076220428419738e+00 -4.063341313806485999e+00 -3.975751874338126601e+00
1.863572712235630391e+01 -4.078861892069406636e+00 -4.084067938578167301e+00 -4.037796328072376539e+00 -4.063246015204659223e+00 -3.975676799218832880e+00
1.865368684211584238e+01 -4.079666528543671511e+00 -4.084855416977188014e+00 -4.038705608471301112e+00 -4.064152553027511772e+00 -3.976622680049275438e+00
1.867165563209308132e+01 -4.080705708625938399e+00 -4.085928582804950082e+00 -4.039727149030212239e+00 -4.065207309909745881e+00 -3.977592595314072277e+00
1.868961076812688660e+01 -4.080653452649486645e+00 -4.085895201662127718e+00 -4.039735324406713346e+00 -4.065235345371916331e+00 -3.977622597299201868e+00
1.870756398891235506e+01 -4.079562750825386885e+00 -4.084862297559350708e+00 -4.038682804714006203e+00 -4.064162500444428616e+00 -3.976466348726664268e+00
1.872550840930636085e+01 -4.080475468549073170e+00 -4.085713046129189507e+00 -4.039486282805506256e+00 -4.065081026898156757e+00 -3.977350281358390749e+00
1.874344484172810255e+01 -4.079400507513556207e+00 -4.084587545245319973e+00 -4.038357739514381706e+00 -4.064022891234989387e+00 -3.976306475921158601e+00
1.876138047541742182e+01 -4.079845675531323934e+00 -4.084933357778099960e+00 -4.038687682905808707e+00 -4.064470414555189315e+00 -3.976777665895079306e+00
1.877931936913986988e+01 -4.080031211739501451e+00 -4.085100611055894504e+00 -4.038844711328150261e+00 -4.064712693357895645e+00 -3.977028035351819923e+00
1.879726020149085031e+01 -4.078969646578954666e+00 -4.084079979671985328e+00 -4.037792975935858841e+00 -4.063606738602389967e+00 -3.975877928834857578e+00
1.881521567991491750e+01 -4.078805355432748136e+00 -4.083930904872820733e+00 -4.037662818182373492e+00 -4.063429455714368643e+00 -3.975735655858252837e+00
1.883318206187965060e+01 -4.079059733505152607e+00 -4.084151655928002000e+00 -4.037827431343517404e+00 -4.063658875803633386e+00 -3.975889954486686584e+00
1.885113632637341041e+01 -4.079627289805634049e+00 -4.084745109720062217e+00 -4.038482026796025082e+00 -4.064283466858040761e+00 -3.976539564043148012e+00
1.886908183231522429e+01 -4.079589588789981569e+00 -4.084627019144084770e+00 -4.038417001751299473e+00 -4.064356038052689080e+00 -3.976642441166410968e+00
1.888701114646316626e+01 -4.079601490329090474e+00 -4.084649551633425801e+00 -4.038451047285509077e+00 -4.064312713677380451e+00 -3.976635321035679738e+00
1.890494056014170710e+01 -4.080535835995585892e+00 -4.085651151838579409e+00 -4.039346379531858489e+00 -4.065137523391737950e+00 -3.977404364370818790e+00
1.892287080387174569e+01 -4.081084351697656487e+00 -4.086229720394683795e+00 -4.040028510552727603e+00 -4.065744830929489240e+00 -3.978077533512256903e+00
1.894079439609174287e+01 -4.081130172392872346e+00 -4.086247675457535422e+00 -4.039989607274684147e+00 -4.065771750454761246e+00 -3.978028286706807748e+00
1.895871596280391813e+01 -4.080225890093315932e+00 -4.085368094683023088e+00 -4.039160404422729833e+00 -4.064877628319215397e+00 -3.977156267318496141e+00
1.897663705639560305e+01 -4.080151570059869393e+00 -4.085387485562842258e+00 -4.039179875661696784e+00 -4.064791533913959753e+00 -3.977046001788120400e+00
1.899457288829082557e+01 -4.080778541957928773e+00 -4.085953215830629759e+00 -4.039744327543120406e+00 -4.065420400573819038e+00 -3.977740505262859827e+00
1.901253790131038457e+01 -4.080590176492850496e+00 -4.085764768549250192e+00 -4.039485153023280262e+00 -4.065118851868393612e+00 -3.977428962756808684e+00
1.903049767576564122e+01 -4.080626247731460765e+00 -4.085707769184526938e+00 -4.039400085443317856e+00 -4.065163526657658011e+00 -3.977454364759061445e+00
1.904844381586608648e+01 -4.080616409090138674e+00 -4.085742064042158006e+00 -4.039450212421487052e+00 -4.065140496325923003e+00 -3.977426649044279117e+00
1.906639213322817383e+01 -4.079789031503049834e+00 -4.084880296142642919e+00 -4.038573425972035835e+00 -4.064220181858074099e+00 -3.976550533097167772e+00
1.908434044847687971e+01 -4.080209842541524523e+00 -4.085288608438505165e+00 -4.038917158405122443e+00 -4.064669310204529928e+00 -3.976964101779438376e+00
1.910229959076748329e+01 -4.079261574387468059e+00 -4.084255818533748084e+00 -4.037788487052218045e+00 -4.063613842822098476e+00 -3.975966682113705186e+00
1.912015281410856105e+01 -4.079543555049927939e+00 -4.084569304969262404e+00 -4.038100588522894441e+00 -4.063823267149259344e+00 -3.976172619481591397e+00
1.913799188938621754e+01 -4.079114756517294715e+00 -4.084093905471616992e+00 -4.037615757738579170e+00 -4.063344634983954151e+00 -3.975721694596269451e+00
1.915578919884127629e+01 -4.078626748220879783e+00 -4.083651384103957227e+00 -4.037236100842110709e+00 -4.062929958339933201e+00 -3.975369886220136539e+00
1.917358780760052994e+01 -4.079019071989920420e+00 -4.084060134077224902e+00 -4.037651410741371905e+00 -4.063379909517236932e+00 -3.975760479307853146e+00
1.919138333521014772e+01 -4.079894165816254414e+00 -4.084923085136304977e+00 -4.038480558579446544e+00 -4.064291264165812656e+00 -3.976643823960426705e+00
1.920918365228835611e+01 -4.079875641051811108e+00 -4.084914797183843760e+00 -4.038487987026154080e+00 -4.064297317060582060e+00 -3.976653392257156749e+00
1.922690540818633309e+01 -4.080198154273473321e+00 -4.085153985635999518e+00 -4.038614666917931473e+00 -4.064602014282789000e+00 -3.976929598835791335e+00
1.924464128759955983e+01 -4.079739940716502922e+00 -4.084700179496735473e+00 -4.038139123278114972e+00 -4.064119538430582601e+00 -3.976473615170558418e+00
1.926236963093759869e+01 -4.079727945834219049e+00 -4.084673801868365928e+00 -4.038158412360102645e+00 -4.064107059830404545e+00 -3.976507647183604277e+00
1.928008933775467426e+01 -4.080138852248113679e+00 -4.085051442936963539e+00 -4.038541862585488751e+00 -4.064597407844997790e+00 -3.976906627284938267e+00
1.929782908318236068e+01 -4.079721291911263314e+00 -4.084613726229411768e+00 -4.038147189790098679e+00 -4.064178751856537986e+00 -3.976500086165474013e+00
1.931553839882414536e+01 -4.079801792072502487e+00 -4.084756052417638728e+00 -4.038287499079404874e+00 -4.064148395739014319e+00 -3.976458290976507381e+00
1.933323505579239310e+01 -4.079321198234884704e+00 -4.084266854679448500e+00 -4.037810369360729901e+00 -4.063710970353206164e+00 -3.976008765671082745e+00
1.935094440170881214e+01 -4.079461448235194077e+00 -4.084393687948477236e+00 -4.037964657112213196e+00 -4.063873778475145748e+00 -3.976198672939548207e+00
1.936866032984411135e+01 -4.080375596911173908e+00 -4.085341885395990857e+00 -4.038845958350371745e+00 -4.064708611036803809e+00 -3.977023322139297434e+00
